movie,year,rating,genre,runtime_min,imdb_rating,metascore,votes,id
38°5 quai des Orfèvres,2023,No rating,['Comedy'],84,No rating,No score,No votes,5720353f-52c5-450c-b9e8-790ef754d193
Stai Sereno (Stay Calm),2023,No rating,['Comedy'],No runtime,3.4,No score,28,a98cf3a4-30fd-4c80-87f0-ec9f6d20f961
Mexican Connection,2023,No rating,['Action'],No runtime,7.5,No score,24,8c02e4c3-8914-4be7-80db-015143e455aa
La Pampa,2023,No rating,"['Drama', ' Thriller']",105,5.8,No score,133,8132daf3-8a7a-426c-9625-401d1f02ea5d
Wahou!,2023,No rating,['Comedy'],90,No rating,No score,94,516e72d3-338f-499e-bb8f-b1a542cb91fd
Bodega,2023,No rating,['Comedy'],80,4.7,No score,1043,9e9094a7-e23b-4ac9-9519-b2353dfccefb
Kings of Mulberry Street: Let Love Reign,2023,No rating,"['Adventure', ' Comedy', ' Drama']",109,7.6,No score,135,bcd9cfdc-e824-485f-8da4-4e7e3af30583
Suvarna Sundari,2023,No rating,"['Drama', ' Horror', ' Thriller']",125,9.7,No score,21,a2c2da2b-6cb5-40de-a9ff-9c8afa9feaf9
1982 Anbarasin Kaadhal,2023,No rating,"['Romance', ' Thriller']",No runtime,7.5,No score,14,376a1a34-647a-4d08-9f7f-7e22921aaa5f
Mining - Reyte te Kabzaa,2023,No rating,['Action'],No runtime,9.0,No score,No votes,e2c3c611-2558-40a4-a29c-112167720d40
Nine Ball,2023,No rating,No genre,No runtime,No rating,No score,13,57e515bb-d90e-4076-a481-eaab0d522b92
Underground,2023,No rating,['Horror'],100,5.8,No score,No votes,3b63c417-c63d-43f5-8243-04acdc0ccfcf
Kaptan Pengu ve Arkadaslari 3: Buz Mandasi Efsanesi,2023,No rating,No genre,No runtime,No rating,No score,17,d56a8ff4-f3f4-428f-b0fc-5e26755ffb81
Sector Balakot,2023,No rating,['War'],109,7.2,No score,No votes,bf33bf54-5153-44d8-ad64-19d70fcb2c96
Últimas voluntades,2023,No rating,['Drama'],No runtime,No rating,No score,9,7c72ee5e-6606-469d-8074-7f69a1399f13
Two Lives in Pittsburgh,2023,No rating,['Drama'],91,6.8,No score,22,0df678e5-7c00-4149-b046-d1027562de62
Kill Dolly Kill,2023,No rating,"['Horror', ' Musical']",No runtime,8.2,No score,No votes,e201dae4-53f1-4f85-a590-d46749e87de4
Cautionary Tale,2023,No rating,"['Comedy', ' Drama', ' Music']",87,5.0,No score,110,91db4977-c502-41b0-8633-8b9b2612f254
Nidarr,2023,No rating,"['Horror', ' Sci-Fi', ' Thriller']",92,5.6,No score,25,3bd14a23-5a39-497c-a0a0-71676af2db62
Kukolnik,2023,No rating,"['Comedy', ' Drama', ' Family']",84,2.9,No score,23,d24c5d7d-3465-4158-b220-8d4af6daf64b
Aller/Retour,2023,No rating,"['Mystery', ' Thriller']",No runtime,8.9,No score,9,fcfaa9db-79ee-4407-8c7e-1674f2763cb4
Addateegala,2023,No rating,['Drama'],110,No rating,No score,No votes,d3293a7a-9e5d-45c3-8fe3-4383132cc8b3
Bay Lawz: Stick to the Code,,No rating,"['Animation', ' Comedy', ' Music']",30,6.3,No score,134,71fd264b-5780-400e-a7f2-bef36c84a538
Love Live! Nijigasaki Gakuen School Idol Doukoukai Next Sky,2023,No rating,"['Crime', ' Drama']",128,6.5,No score,96,fc1daafb-de35-4770-bb03-78b3ece82c85
Huey Tum Ajnabi,2023,No rating,['Horror'],No runtime,2.3,No score,17,e060876a-fd06-424b-ab97-acf6b8682e14
The Trade,2023,No rating,"['Action', ' Adventure', ' Drama']",No runtime,7.8,No score,7,ed216d3d-f9b5-423f-a5bc-14e28b1630e0
Lilith Cinleri,2023,No rating,"['Comedy', ' Romance']",No runtime,No rating,No score,No votes,1afa439f-ef80-4f4e-91f4-45b17942a9c3
Heer Majno,2023,No rating,"['Horror', ' Mystery']",No runtime,No rating,No score,No votes,3195d841-d6fc-4a8c-9fe3-3c0cd42da50c
The Last House of Horror,2023,No rating,['Drama'],96,7.8,No score,19,d387953c-1fcb-4b55-b2c1-7a5612a99122
The Reverend and Mrs Simpson,2023,No rating,['Thriller'],101,8.6,No score,1079,3af24b7c-cbb5-4df3-85b7-ba5a256c8c2d
Koushika Varma Dhamayanthi,2023,No rating,"['Animation', ' Action', ' Adventure']",72,No rating,No score,No votes,8e126e7f-c9ea-4040-a821-715deb8e6ae4
Xi Xing Ji: Anying Mo Cheng,2023,No rating,['Comedy'],94,8.1,No score,25,a03c0ce0-4fd3-46f2-8832-645219bad9fe
All India Rank,2023,No rating,['Drama'],122,9.8,No score,239,9cce2a81-8546-4cc4-9b6a-e7ea46931a35
Devara Kanassu,2023,No rating,"['Action', ' Adventure', ' Family']",90,8.5,No score,41,e23092fa-c1f3-485d-a963-1eab81b1b067
Birk & Magna - Gruvens mørke hemmelighet,2023,No rating,['Comedy'],82,4.5,No score,63,0f406d5b-23ee-45b5-9e18-b47c573e281e
Notre tout petit petit mariage,2023,No rating,['Drama'],90,8.4,No score,19,652762ea-c110-4568-a096-299d14d3e3c1
Odin malen'kiy nochnoy sekret,2023,No rating,"['Action', ' Crime', ' Drama']",118,8.2,No score,23,529e99f9-92a1-40e9-942e-e29494519719
Duan Nago Bogho,2023,No rating,"['Action', ' Drama', ' Mystery']",86,8.2,No score,21,1e838828-446d-4040-ba2f-cd71cea60252
The Surveyors,2023,No rating,['Drama'],90,7.4,No score,7,dc0dcf11-d718-413c-a756-32391b793fb7
Sand Flakes,2023,No rating,['Drama'],No runtime,No rating,No score,No votes,3812bfb5-546f-482e-869c-78eabbc1cf78
Dust To Dust,2023,No rating,['Thriller'],96,9.3,No score,18,66c3e999-5b41-4408-b301-ffae6596cf34
Hope,2023,No rating,"['Adventure', ' Fantasy', ' Sci-Fi']",90,2.7,No score,60,dd6f6cf3-eec1-46d9-9de7-1848e964cdfc
Secret Seam,2023,No rating,"['Horror', ' Thriller']",85,8.8,No score,8,575a2f11-9701-479a-b075-8e6cdd67507d
Meltdown: A Nuclear Family's Ascension into Madness,2023,No rating,"['Action', ' History', ' Romance']",152,5.6,No score,82,af96c36a-8795-4368-ae68-5d17aace4bc9
A Date with Deception,2023,No rating,['Thriller'],No runtime,4.6,No score,124,c0f4135a-74cc-432a-bc39-d680ac8ea489
Closet Monster,2023,No rating,['Horror'],60,8.5,No score,11,c7de19db-7bc0-4579-9d96-39747cb8faa7
The Slam Book,2023,No rating,['Romance'],110,6.7,No score,10,aff31027-736b-404b-b1ae-b9e7311e7932
Surviving the Storm,2023,No rating,['Drama'],113,No rating,No score,No votes,f5e39f24-8786-415a-ae1f-4bc6f63e05ac
La huella de unos labios,2023,No rating,['Drama'],78,6.5,No score,10,b9c9be5d-75dc-4c2f-a3e9-fe52475859c1
Gizemli Ada: Mençuna,2023,No rating,"['Adventure', ' Comedy', ' Family']",No runtime,7.2,No score,21,4660c192-7ab4-4e6e-ab18-b04b8d280cd8
Samson,2023,No rating,"['Comedy', ' Thriller']",No runtime,No rating,No score,No votes,8f18ee7b-a1a0-4953-977b-571e26872ae1
Anak Titipan Setan,2023,No rating,['Horror'],108,5.5,No score,23,1a0b1d27-c0c8-46a5-a9ae-0b6999b9dd6a
Kaadapura Kalaikuzhu,2023,No rating,['Comedy'],No runtime,7.4,No score,888,9603a85d-869e-4246-968c-d952f8429695
Olam,2023,No rating,"['Comedy', ' Horror']",91,9.7,No score,108,83f669ce-2c4c-480f-a097-53d95b20f9b2
Maharashtra Shaheer,2023,No rating,['Biography'],150,8.7,No score,700,3e17a8f0-63c9-4b7a-a9bc-c3e5a703feaf
You Can't Stay Here,2023,No rating,['Thriller'],104,No rating,No score,No votes,64691c4c-9195-4410-8224-18a59caecc14
Papá al rescate,2023,No rating,"['Comedy', ' Drama']",100,4.3,No score,201,de888388-187b-4b24-bed2-87eeb521ec10
Dollhouse,2023,No rating,['Thriller'],No runtime,6.3,No score,10,92d107a5-b72e-489b-9d80-947bd74412b7
Marco & Luna,2023,No rating,"['Comedy', ' Romance']",No runtime,No rating,No score,No votes,a6abdd71-ddb5-4a2b-9a1c-2262e5acfb6d
Yaan Superstar,2023,No rating,['Family'],134,No rating,No score,No votes,f0873f44-e857-47df-af8d-0a6e23b17700
Playland,2023,No rating,"['Drama', ' Fantasy']",72,7.2,No score,45,1492ddaf-ff0c-4be9-a76b-e54afaf4ad77
One Night with Adela,2023,No rating,"['Drama', ' Thriller']",105,6.6,No score,12,6acf1f7d-65c7-4cce-9523-8c3f671b5934
Sevda Mecburi Istikamet,2023,No rating,['Drama'],97,6.6,No score,114,1eee37a3-84f3-4574-acae-ed6f84ee43a6
Heimsuchung,2023,No rating,['Horror'],90,6.8,No score,58,935a785b-cca6-4d99-a672-3a4cfd58fe68
Jawanum Mullappoovum,2023,No rating,['Drama'],135,6.7,No score,458,65240d2d-b554-4948-9525-fb8b71000919
Le Shuru Hoge Maya Ke Kahani,2023,No rating,['Drama'],144,8.6,No score,197,4a3db5fa-b462-409f-a765-c00d7629a4ad
Lal Shari,2023,No rating,"['Drama', ' Romance']",129,5.9,No score,115,7bb4f2ee-7f94-4692-8e7e-accd3298f221
Invisible Hacker,2023,No rating,"['Action', ' Sci-Fi']",150,9.3,No score,26,81e1c8b6-d90f-460b-944a-a2cb7d83bef7
Vikings: Blood Lust,2023,No rating,['Action'],No runtime,8.7,No score,21,9002feee-8e1f-4519-88cd-70a88b168ecf
Olvido,2023,No rating,"['Drama', ' Thriller']",No runtime,7.5,No score,37,9be8c1a9-77b0-40b9-9f55-6ec41b3d43d6
Kishibe Rohan Rûvuru e iku,2023,No rating,"['Adventure', ' Drama', ' Fantasy']",No runtime,6.8,No score,42,08afcaa2-d02c-4157-a4ea-0880f79b6d04
Sarah Millican: Bobby Dazzler,2023,No rating,['Comedy'],No runtime,6.8,No score,74,1c6c1db1-d65e-4609-908f-3e1bd0fc6597
Forgotten,2023,No rating,"['Comedy', ' Family', ' Sport']",100,8.5,No score,40,c3cec309-03a9-4be9-a86d-67f235c36945
Safarzade,2023,No rating,"['Action', ' Adventure', ' Drama']",130,No rating,No score,No votes,da47e0e7-96bd-49db-8df4-2331c0e549f7
The Closest Ones,2023,No rating,"['Crime', ' Drama', ' Romance']",No runtime,8.5,No score,8,2eb18dfc-12b0-4ede-9af2-8918507e14b4
Karma Strikes,2023,No rating,"['Drama', ' Romance', ' Thriller']",135,5.9,No score,11,0a25f18f-e748-4b37-ae65-9bd54d363c59
Sexygénaires,2023,No rating,['Comedy'],81,6.0,No score,19,7223ab08-9e10-4cb0-a640-c2da32d71625
Welcome Purnima,2023,No rating,"['Drama', ' Horror']",130,8.6,No score,24,f11e91ae-1d77-43a8-bb24-aa2ca7c26fab
Divorce,2023,No rating,['Drama'],124,9.4,No score,606,b5eb9624-617d-4dd4-b2da-52196efdf07f
A Winter Tale at Shimla,2023,No rating,"['Drama', ' Romance']",140,6.4,No score,18,c3a29f25-575b-44e6-b5cc-24e406cb0ce5
Evil Lurks,2023,No rating,['Horror'],104,6.6,No score,49,e8021c69-6e81-4123-881b-0348e0e145e5
Music School,2023,No rating,"['Drama', ' Musical']",125,9.2,No score,640,aec5fa0b-c694-4c9b-bad3-7d6bb4b7a71b
La Plage,2023,No rating,['Drama'],120,No rating,No score,No votes,abcfc0ae-1709-4132-800e-e116a15916f7
Shivaji Surathkal 2,2023,No rating,"['Comedy', ' Romance']",No runtime,7.0,No score,10,0c47ac39-dbdc-47be-a408-269dcd4af182
My Worst Neighbor,2023,No rating,"['Drama', ' Fantasy', ' Horror']",116,4.6,No score,245,dfed0b97-59e3-4f62-a372-e5921b272b7b
Hungry Ghost Diner,2023,No rating,"['Comedy', ' Drama', ' Sci-Fi']",128,8.1,No score,494,136aec1d-19d8-4645-abfc-6aac0e27e4ae
Single Shankarum Smartphone Simranum,2023,No rating,['Drama'],95,7.6,No score,56,725d12af-657e-44b2-9c25-439eff967dfe
Mountains,2023,No rating,"['Crime', ' Mystery', ' Thriller']",120,5.4,No score,22,3ba1370e-0ada-4911-9d2f-b5d94ac17ad8
¿Cómo matar a Mamá?,2023,No rating,"['Comedy', ' Drama']",95,7.1,No score,29,ad3021cf-3420-4a37-a7d5-765ac65b287f
Agra,2023,No rating,['Drama'],132,3.2,No score,85,f571ce93-a8f8-472d-8c7f-c287b31c210a
Where Is the Lie?,2023,No rating,['Drama'],89,8.9,No score,13,24b68af1-0da9-4eaa-a7a1-bcc5d1d73360
Ho Ja Mukt,2023,No rating,['Drama'],142,No rating,No score,No votes,a71c6009-7677-4583-ba12-d3b72e2dd438
Dominic Bane,2023,No rating,"['Action', ' Crime', ' Drama']",No runtime,No rating,No score,No votes,644c6844-3b3a-4bc8-998e-610f64003497
Touched,2023,No rating,['Drama'],135,No rating,No score,No votes,70c61ebe-a68b-44b3-ae34-bb5d47dad533
High Water,2023,No rating,['Thriller'],No runtime,5.3,No score,12,94be4c6c-04d1-4d64-ba81-d732a1ef6971
Persuasion,2023,No rating,"['Drama', ' Romance']",No runtime,6.8,No score,38,ff193c5e-3da6-4516-b58a-393dd2acc439
Le purgatoire des intimes,2023,No rating,"['Drama', ' Thriller']",96,7.3,No score,No votes,5b64637c-f808-40d6-a4a5-331eb858cdff
Spooky College,2023,No rating,"['Comedy', ' Horror', ' Thriller']",133,No rating,No score,13,7b8f7913-3db9-49c1-a27e-8d08f476c99b
Vishnu Priya,2023,No rating,"['Drama', ' Romance']",No runtime,8.8,No score,No votes,ba7db4aa-a4ff-4df1-8540-eadeb3ebcbdc
Mermaids' Lament,2023,No rating,"['Drama', ' Fantasy']",91,No rating,No score,No votes,abf4a2f4-3d62-48e8-8dbe-f5ae39e664ef
Charles Enterprises (Tamil),2023,No rating,"['Drama', ' Family']",No runtime,No rating,No score,23,eec095eb-e2ab-408b-ac1e-7c293265c8d0
Date Bhet,2023,No rating,"['Drama', ' Romance']",127,No rating,No score,7,53f12d8b-fbe7-4ed8-80f5-a89b95a2ad6c
Tedhi Medhi Kahaniyaan,2023,No rating,"['Comedy', ' Drama', ' Romance']",No runtime,8.7,No score,594,917aafcf-01ca-452b-a5a3-0b236b2c8de0
South of Sanity,2023,No rating,"['Comedy', ' Drama']",No runtime,6.6,No score,122,b686b495-9954-4497-9907-f51c707d594d
ButtaBomma,2023,No rating,"['Drama', ' Romance']",122,4.4,No score,56,1f4365e3-6289-4516-9a91-51816aea0b7f
A Lifeguard's Obsession,2023,No rating,['Thriller'],88,7.3,No score,233,c4ccf5df-2b8e-46fa-b681-feed131b90d8
NRI Wives,2023,No rating,No genre,145,5.7,No score,136,189b70d3-6ee8-4a8a-ac6b-70d1e820bacc
Ten Little Mistresses,2023,No rating,"['Comedy', ' Mystery']",125,4.1,No score,5,86147c80-e14b-4e53-acb9-d2b47455839e
Tramite amicizia,2023,No rating,['Comedy'],90,9.4,No score,38,8b513d7f-5ac3-4fdf-84ae-2cd037f55c6d
Translations,2023,No rating,"['Drama', ' Romance']",85,5.1,No score,6,f6925358-58b2-4cb5-b3b2-62e96a56aba9
Jian cha feng yun,2023,No rating,"['Crime', ' Drama', ' Mystery']",113,4.8,No score,11001,ec6b6521-8ee0-40cb-b4b5-5fcbd6a654f1
Bendita Suegra,2023,No rating,['Comedy'],No runtime,9.7,No score,53,865744b7-b290-4151-9519-959cdea1fabd
R BnB,2023,No rating,"['Drama', ' Romance', ' Thriller']",94,9.1,No score,No votes,7fd2fdc2-8d77-4812-a34d-6e295083f220
Within Seconds,2023,No rating,['War'],No runtime,2.8,No score,13,d1c6360f-ee1a-4e4e-a282-3f89ffcdab48
A Song from the Dark,2023,No rating,"['Fantasy', ' Horror']",105,No rating,No score,10,3b694098-d4f8-4373-a84f-b8c6cff86aea
The Big Dog,2023,No rating,['Comedy'],83,8.1,No score,11,c94ba7fb-9df6-4fbd-8f9a-e63c199f22ad
Starstruck,2023,No rating,"['Comedy', ' Drama']",No runtime,4.1,No score,9,2155eab4-f3eb-4fef-8aad-60b857523e11
The Match-Stick Flame 2: Lunada Bay,2023,No rating,"['Action', ' Crime', ' Thriller']",88,7.8,No score,14,736146f7-06e7-438d-a5c9-ce6a6710eb4a
Among the Willows,2023,No rating,['Western'],105,4.1,No score,18,51942da8-a9c3-445e-a82e-65784338e061
Dragon Tales,2023,No rating,['Family'],128,6.1,No score,155,a1c30a28-d2ca-4e14-8cec-7a62ae40ac5a
Ginga Tetsudo no Chichi,2023,No rating,['Drama'],24,8.1,No score,No votes,c43aa733-f134-4bd5-b4b5-7f39fa193514
Paydreaming,2023,No rating,"['Comedy', ' Fantasy']",No runtime,No rating,No score,No votes,4d9fd2f1-2929-477c-a61f-de56e27d8578
Nina and the Hedgehog's Secret,2023,No rating,['Animation'],88,8.2,No score,7,809d85f5-abf6-4b48-8286-63e2bc78034c
Las buenas compañías,2023,No rating,['Thriller'],No runtime,No rating,No score,No votes,718161e9-1f10-46c0-85d2-81c8a46f7f7b
Broken Angel,2023,No rating,['Comedy'],57,No rating,No score,No votes,f1c36283-785a-4c98-8426-23966cb9f229
Sorority Sisters from Space,2023,No rating,"['Comedy', ' Drama']",No runtime,7.4,No score,14,61020f59-bb2c-4165-8c6f-f2124edfcc41
Paysage aux torchons,2023,No rating,['Drama'],160,6.8,No score,13,f5e9ae9c-7801-48ba-b896-c243073b744f
Monogamish,2023,No rating,['Fantasy'],95,No rating,No score,No votes,1e229069-b777-4ed3-9e40-221d4c1bc6cc
Salem,2023,No rating,['Drama'],130,7.6,No score,58,a7a45e7b-514f-4434-ac0a-210023c84c15
Sasha Lanes,2023,No rating,['Drama'],88,7.6,No score,5,1c96be94-0d09-4dfc-b6f9-bc1c7c3caa82
Made in Chittagong,2023,No rating,"['Drama', ' Romance']",113,8.2,No score,30,3df1203e-5277-43e5-b8f1-cd3eaa1965f2
This Time,2023,No rating,"['Sci-Fi', ' Thriller']",77,6.3,No score,7,95579f69-b78f-4765-8bd8-a20275145219
Parallax,2023,No rating,['Drama'],96,6.6,No score,14,6f93faf3-5363-499e-90f3-9ba15d7ca568
Dreaming & Dying,2023,No rating,['Comedy'],124,5.9,No score,375,016ddb73-6b75-479e-8547-d606667d0ad4
Der Bestatter - Der Film,2023,No rating,"['Comedy', ' Drama']",108,No rating,No score,No votes,85b51ddc-091b-4776-b231-c768ce5bef44
Mitran Da Naa Chalda,2023,No rating,['Drama'],104,No rating,No score,No votes,a53eb43f-3cc6-42f6-b439-37923b37d79d
Il vento soffia dove vuole,2023,No rating,['Thriller'],No runtime,4.4,No score,41,c3b1189f-9f15-422b-9afa-539e2f1ae7fe
Death Blow,2023,No rating,['Horror'],98,6.0,No score,47,68b3ca04-b6ef-4aaf-9408-928a928839c0
Hell of the Screaming Undead,2023,No rating,['Drama'],95,No rating,No score,No votes,c1f1caa2-53a3-452d-a215-2bdd62e4ad4f
Le jeune Imam,2023,No rating,['Crime'],75,No rating,No score,No votes,c7db7530-a0e5-4606-9e0d-a597f6353b8f
Death on the Border,2023,No rating,['Comedy'],No runtime,6.8,No score,8,daf158cf-1bd2-4e91-a3d7-110bf0b2c36b
Secrets of a Wallaby Boy,2023,No rating,"['Action', ' Crime', ' Drama']",No runtime,No rating,No score,No votes,7d589b7c-8d64-40ab-b3b8-4fa33d80fbbd
Car 24,2023,No rating,['Action'],82,No rating,No score,No votes,17b68053-8170-4df8-b0fe-f54d380be9b1
The Fearless Three,2023,No rating,"['Drama', ' Fantasy']",90,10.0,No score,7,2e514ee9-4304-4526-bb79-a74a6908e096
Tomorrow,2023,No rating,['Drama'],No runtime,6.9,No score,20,1522ac62-5702-4cb0-9faa-e385c38c6d70
Homeboys,2023,No rating,['Action'],84,8.9,No score,16,55d42342-02e5-4a03-97b3-181cfc4d54d4
16 Bits,2023,No rating,['Drama'],93,7.0,No score,62,ab60b0c3-d9f1-48e5-bea3-bf99945bc3e0
Crónicas de una Santa Errante,2023,No rating,['Drama'],122,5.5,No score,2530,c5f7b7de-5ea1-4db4-8ead-a79d9c6fb67a
"Gdzie diabel nie moze, tam baby posle 2",2023,No rating,"['Comedy', ' Crime', ' Drama']",150,No rating,No score,No votes,12cd1194-513a-47b3-aab1-eab259b019c2
Sajan Re Jhoot Mat Bolo,2023,No rating,"['Comedy', ' Romance']",70,4.8,No score,20,de2e0965-eadb-42cf-9662-d1235008a558
¡Bukraken!,2023,No rating,"['Comedy', ' Fantasy', ' Horror']",52,No rating,No score,No votes,49527c1a-e864-4cf9-859e-31c35415eeca
Diamonds of Malibu,2023,No rating,['Comedy'],111,No rating,No score,No votes,efa91398-1031-4ee7-8f8c-1fe9ee53313a
Chakravyuham (2022),2023,No rating,['Thriller'],26,No rating,No score,No votes,fa02597d-35e4-40a4-82a2-76805493b30e
Reign,2023,No rating,"['Action', ' Drama', ' Sci-Fi']",88,7.5,No score,12,2da0ed29-c84b-48e1-950a-d2d074f93348
Time Boys,2023,No rating,['Family'],108,No rating,No score,No votes,18b87f5e-a400-4d68-97c4-bd4cb2e8a840
Ein schöner Ort,2023,No rating,['Drama'],81,6.1,No score,8,8f77136c-97ff-4294-b7af-6ee73155326a
A Room of His Own,2023,No rating,['Drama'],104,7.7,No score,2680,5105afb2-a185-46d3-a40f-00ae437a8ef2
Kutra,2023,No rating,"['Crime', ' Horror', ' Mystery']",110,9.7,No score,No votes,acf64237-6b99-4511-b26e-0ef90656e099
Neon Bleed,2023,No rating,"['Crime', ' Drama', ' Music']",98,No rating,No score,31,26676329-ef1b-42b6-a5ec-74e8606e4782
Luna negra,2023,No rating,['Drama'],95,7.6,No score,No votes,ad9540e3-eb70-472d-aa9a-e6d4262ba74d
Bathtub Shark Attack,2023,No rating,"['Action', ' Comedy', ' Horror']",No runtime,No rating,No score,47,30ae17e8-ccf5-4886-a4b5-79852d77b995
Sweet Sue,2023,No rating,"['Comedy', ' Drama']",No runtime,8.9,No score,28,b594579a-8008-4c1e-abd3-cd33f8e22540
Match Struck,2023,No rating,['Drama'],104,9.0,No score,55,d70d7431-4792-4155-90c0-5804ed49077d
La corriente,2023,No rating,"['Drama', ' Romance']",74,6.4,No score,No votes,80555f93-9aed-49aa-9c4e-7e568dc5aa1f
Deep Sea Python,2023,No rating,['Action'],98,No rating,No score,91,b4a9fa4f-3233-4a57-ae65-a75fbf96859c
Purple Poppins,2023,No rating,"['Crime', ' Drama']",85,7.3,No score,No votes,b8d0bc96-11e3-4094-a088-3f23ebac3837
Sophie's Rules,2023,No rating,"['Comedy', ' Drama']",No runtime,No rating,No score,26,e0803e05-d6b0-4a3a-93e6-f91042bac4d0
Predators of the Deep: The Hunt for the Lost Four,2023,No rating,['Adventure'],No runtime,7.7,No score,33,c0fe1f48-6b25-42d1-b858-dcc331433c5d
Hidden,2023,No rating,"['Crime', ' Drama', ' Thriller']",No runtime,6.0,No score,47,f9e656d9-a71b-419e-803e-d06625408293
Bekle Beni Sevgilim,2023,No rating,"['Comedy', ' Romance']",90,3.2,No score,74,6baf89cc-ae69-49ff-80fe-d0729769c5fd
Hirttämättömät,2023,No rating,"['Comedy', ' Western']",104,6.2,No score,No votes,be86f4ca-9a6f-4ffb-b0b4-f5df9e35aa0c
Legénybúcsú Extra,2023,No rating,['Comedy'],No runtime,No rating,No score,48,77223847-15a2-4848-b4fb-a3040e0d9f05
Goy,2023,No rating,"['Comedy', ' Drama']",107,9.4,No score,17,e72ab9b3-b0a9-494c-a4e6-85715c32e0ae
Cold Cross,2023,No rating,['Western'],97,4.7,No score,12,f106f7c4-49c0-4b0f-9704-ce18836e4568
Yo mama,2023,No rating,['Comedy'],No runtime,8.4,No score,No votes,4221466e-969c-4ea7-976a-0014e2346605
Runs in the Family,2023,No rating,"['Adventure', ' Comedy']",95,No rating,No score,11,34b995fc-7475-4fcf-ac4a-585eb4acf0b7
Verdigris,2023,No rating,['Drama'],No runtime,6.2,No score,44,d8e5d0f0-aef4-407c-bf4e-b45b1634f28e
VIP Feature Film,2023,No rating,['Comedy'],115,8.5,No score,47,139738e0-43ea-4863-93e1-54341038664a
Eric Clapton: Across 24 Nights,2023,No rating,['Music'],117,8.3,No score,1172,48186897-4889-449c-a2fe-c36bc67231ae
Shingles: The Movie,2023,No rating,['Comedy'],133,7.9,No score,64,fda4a764-035e-4b6c-9b8f-61b6fde30639
Abhilasha,2023,No rating,['Action'],89,5.5,No score,No votes,8e39e50e-0562-4f7f-a692-6264aae4513f
Wo de shao nian shi dai,2023,No rating,"['Comedy', ' Horror']",No runtime,No rating,No score,8,74504a29-17ef-4222-b6b7-d01d935752be
Cannibal Comedian,2023,No rating,['Drama'],106,8.7,No score,19,f18450aa-5189-4981-bc5d-671c2a176c2e
Mast naukri sarkari,2023,No rating,['Drama'],122,5.9,No score,No votes,c80b0196-b963-480f-9b28-006c267bd204
Shylock's Children,2023,No rating,No genre,No runtime,No rating,No score,20,21b55537-070c-4c9a-b511-26dbd3dc95e6
On the Wandering Paths,2023,No rating,['Drama'],93,9.1,No score,No votes,f7dc5fa4-c884-46bc-9620-0fa122833d1b
Manja,2023,No rating,['Drama'],115,5.5,No score,No votes,9f1eed52-614c-4557-81a7-7099379d0e32
Non sono quello che sono,2023,No rating,['Drama'],No runtime,No rating,No score,10,4d468be1-5aba-4e42-9240-621cd65f0bd8
The Astrid Experience,2023,No rating,"['Comedy', ' Drama', ' Romance']",88,No rating,No score,34,1fee3f2e-18e2-499b-a420-fb1ae7273912
Rój,2023,No rating,"['Drama', ' Thriller']",110,5.7,No score,30,051a75ef-f5ef-4471-9bbc-9aebf81101ef
"Látom, amit látsz",2023,No rating,"['Drama', ' Romance', ' Sci-Fi']",No runtime,7.1,No score,27,00a18f7d-975f-4a0e-8db9-d08d5776c2e2
Un cel de plom,2023,No rating,"['Drama', ' History']",100,7.6,No score,125,7a8cd9a9-b6bd-4e99-afce-d3e68e8b6b11
Sarla Ek Koti,2023,No rating,['Drama'],122,7.8,No score,No votes,92cda046-7953-41b1-9b19-f13ccd3f96db
Kokan Uso Nikki,2023,No rating,['Romance'],No runtime,No rating,No score,553,fe0f965a-6131-4840-b645-3676cd2bb9e6
Fotema,2023,No rating,['Drama'],113,9.1,No score,2711,f83111b9-2aab-4d47-b181-0821a6878b9e
Hunt,2023,No rating,"['Action', ' Crime', ' Thriller']",132,5.5,No score,14,17507bdd-a86f-447c-a7ca-e6a9e4c5bd0b
#BlackSkin,2023,No rating,['Drama'],90,6.2,No score,14,46a1c243-ac61-460c-9d6b-64cb77e1c4a6
Birds at Night,2023,No rating,['Thriller'],70,9.1,No score,13,51df4a63-395e-49f7-b6c2-bdab09dfbdc0
B-Side: For Taylor,2023,No rating,No genre,No runtime,9.2,No score,7,9b2311fe-cf36-44f4-af75-f55ac4b43469
Love Magick,2023,No rating,"['Comedy', ' Romance']",80,No rating,No score,No votes,fdca4372-0b8a-4ffa-860b-b7b53fca06be
Chal Mann Jeetva Jaiye 2,2023,No rating,['Drama'],159,7.8,No score,236,d13d36f4-0d6b-4123-8032-a855530f3701
Mangkujiwo 2,2023,No rating,['Horror'],120,7.2,No score,50,0d435316-3499-4cd5-a26e-80abc50b8e35
Web,2023,No rating,"['Drama', ' Thriller']",118,No rating,No score,No votes,a6e8f300-039b-47c1-b697-26ac6eee1108
Momo - The game of death,2023,No rating,['Thriller'],99,9.0,No score,7,fd46f47a-dbb3-4cea-b831-e7269652db94
Chhakka Panja 4,2023,No rating,['Comedy'],152,8.0,No score,102,0de9925e-cc75-4d48-a0e7-012b50606c9f
Writer Padmabhushan,2023,No rating,"['Comedy', ' Drama']",123,7.7,No score,5407,fae63cd5-0283-4b68-b1b1-80cb9d9231b9
Dear Jo: Almost is Never Enough,2023,No rating,"['Drama', ' Romance']",104,No rating,No score,No votes,78db09d6-865e-47c6-b23f-525eec4a4886
